company_id,sector,region,founded_year,founder_count,founder_prior_exits,founder_technical_pct,initial_funding_stage,initial_capital,failed,acquired,fail_month,months_observed,outcome
SU-10271,E-commerce,Europe,2020,2,1,0.223,Pre-Seed,424077.26,True,False,22,23,Failed
SU-10272,E-commerce,LatAm,2014,4,0,0.422,Pre-Seed,296264.85,False,False,-1,42,Active
SU-10273,DeepTech,SEA,2020,5,0,0.602,Seed,1103699.17,True,False,30,31,Failed
SU-10274,E-commerce,SEA,2018,3,1,0.58,Series A,11680831.98,True,False,21,22,Failed
SU-10275,ClimateTech,US-Other,2020,1,0,0.79,Seed,2761386.09,False,False,-1,42,Active
SU-10276,EdTech,India,2020,2,0,0.276,Seed,1652907.02,True,False,29,30,Failed
SU-10277,E-commerce,SEA,2017,1,1,0.665,Series B,51444601.43,False,False,-1,42,Active
SU-10278,HealthTech,US-EastCoast,2022,4,1,0.304,Pre-Seed,365793.89,False,False,-1,42,Active
SU-10279,HealthTech,US-WestCoast,2022,3,0,0.309,Seed,1840986.82,True,False,30,31,Failed
SU-10280,SaaS,SEA,2021,3,0,0.475,Pre-Seed,171370.16,False,False,-1,42,Active
SU-10281,AI/ML,India,2019,1,1,0.676,Pre-Seed,301936.74,False,False,-1,42,Active
SU-10282,Marketplace,SEA,2014,5,0,0.363,Seed,1617518.04,False,False,-1,42,Active
SU-10283,DeepTech,US-WestCoast,2015,3,1,0.834,Seed,1495659.35,False,False,-1,42,Active
SU-10284,SaaS,LatAm,2014,4,1,0.776,Series A,6714203.38,False,False,-1,42,Active
SU-10285,SaaS,US-EastCoast,2019,4,1,0.655,Series B,28746599.73,True,False,22,23,Failed
SU-10286,HealthTech,US-Other,2019,5,1,0.868,Series B,12317479.55,True,False,15,16,Failed
SU-10287,E-commerce,SEA,2015,5,1,0.327,Seed,1710533.36,False,False,-1,42,Active
SU-10288,Marketplace,US-EastCoast,2020,5,1,0.243,Seed,1533967.18,False,False,-1,42,Active
SU-10289,ConsumerApps,US-WestCoast,2017,3,0,0.37,Series A,13344058.78,True,False,11,12,Failed
SU-10290,DeepTech,US-WestCoast,2019,5,0,0.069,Series B,41110041.2,False,True,21,22,Acquired
SU-10291,Marketplace,US-Other,2018,3,0,0.65,Seed,1259653.86,False,False,-1,42,Active
SU-10292,ClimateTech,LatAm,2015,5,1,0.659,Seed,2483700.33,True,False,21,22,Failed
SU-10293,AI/ML,India,2016,1,0,0.389,Series A,8465297.59,True,False,18,19,Failed
SU-10294,Fintech,India,2018,3,1,0.112,Series B,28324878.76,False,False,-1,42,Active
SU-10295,HealthTech,US-EastCoast,2017,2,0,0.408,Pre-Seed,432824.86,True,False,31,32,Failed
SU-10296,E-commerce,US-EastCoast,2019,5,0,0.424,Seed,1128067.07,True,False,26,27,Failed
SU-10297,AI/ML,Europe,2020,4,0,0.576,Pre-Seed,358989.89,False,False,-1,42,Active
SU-10298,SaaS,SEA,2015,3,1,0.309,Seed,2432483.53,True,False,18,19,Failed
SU-10299,AI/ML,US-EastCoast,2021,2,0,0.561,Series B,20205345.56,False,False,-1,42,Active
SU-10300,HealthTech,SEA,2015,4,0,0.458,Seed,1610569.0,True,False,17,18,Failed
SU-10301,SaaS,India,2017,4,0,0.878,Pre-Seed,350845.82,True,False,34,35,Failed
SU-10302,EdTech,LatAm,2017,3,1,0.73,Pre-Seed,204109.56,False,False,-1,42,Active
SU-10303,AI/ML,US-Other,2014,4,0,0.504,Series A,11561351.31,True,False,23,24,Failed
SU-10304,Fintech,LatAm,2020,5,1,0.109,Series C+,34806382.26,True,False,22,23,Failed
SU-10305,EdTech,India,2020,5,3,0.462,Pre-Seed,310943.99,False,False,-1,42,Active
SU-10306,SaaS,Europe,2021,1,0,0.427,Pre-Seed,235654.33,True,False,14,15,Failed
SU-10307,DeepTech,India,2018,3,0,0.921,Pre-Seed,173285.04,True,False,39,40,Failed
SU-10308,ClimateTech,India,2014,3,1,0.361,Series A,20059668.56,True,False,16,17,Failed
SU-10309,AI/ML,US-WestCoast,2020,3,1,0.365,Series C+,58949352.13,True,False,25,26,Failed
SU-10310,ConsumerApps,India,2017,2,0,0.493,Series A,10107834.2,True,False,20,21,Failed
SU-10311,SaaS,US-WestCoast,2016,2,0,0.529,Series B,34680025.64,True,False,25,26,Failed
SU-10312,ConsumerApps,US-WestCoast,2019,2,0,0.699,Series A,7016491.21,True,False,15,16,Failed
SU-10313,AI/ML,Europe,2019,1,0,0.733,Seed,1871231.47,True,False,17,18,Failed
SU-10314,AI/ML,US-Other,2019,3,1,0.479,Seed,1260629.83,True,False,22,23,Failed
SU-10315,SaaS,LatAm,2019,4,0,0.528,Seed,2073234.25,True,False,27,28,Failed
SU-10316,E-commerce,US-Other,2021,2,0,0.393,Seed,1761965.95,False,True,39,40,Acquired
SU-10317,SaaS,Europe,2016,3,0,0.198,Seed,2579302.6,False,False,-1,42,Active
SU-10318,EdTech,India,2022,3,2,0.286,Series A,7405418.16,False,True,38,39,Acquired
SU-10319,DeepTech,LatAm,2018,3,0,0.633,Seed,2242351.14,False,False,-1,42,Active
SU-10320,SaaS,SEA,2021,4,2,0.554,Seed,1626318.06,True,False,18,19,Failed
SU-10321,DeepTech,US-EastCoast,2017,4,1,0.579,Seed,924508.3,False,False,-1,42,Active
SU-10322,HealthTech,US-WestCoast,2018,3,1,0.91,Pre-Seed,155652.86,True,False,19,20,Failed
SU-10323,ClimateTech,SEA,2015,2,1,0.689,Series A,14216432.98,False,False,-1,42,Active
SU-10324,SaaS,LatAm,2019,2,0,0.791,Seed,958789.83,True,False,29,30,Failed
SU-10325,AI/ML,US-WestCoast,2018,2,1,0.33,Pre-Seed,191901.95,True,False,27,28,Failed
SU-10326,Marketplace,Europe,2015,2,0,0.839,Pre-Seed,142877.33,False,False,-1,42,Active
SU-10327,SaaS,LatAm,2022,3,0,0.531,Seed,1039480.46,True,False,18,19,Failed
SU-10328,Marketplace,US-Other,2020,3,0,0.089,Pre-Seed,287083.04,False,False,-1,42,Active
SU-10329,Fintech,US-WestCoast,2022,3,0,0.875,Seed,1953852.82,False,False,-1,42,Active
SU-10330,DeepTech,LatAm,2021,5,0,0.694,Series A,7859601.86,True,False,30,31,Failed
SU-10331,SaaS,US-Other,2021,2,1,0.855,Seed,744144.75,False,False,-1,42,Active
SU-10332,AI/ML,India,2022,5,2,0.668,Pre-Seed,174044.07,False,False,-1,42,Active
SU-10333,HealthTech,India,2015,4,0,0.321,Seed,1323565.95,True,False,24,25,Failed
SU-10334,AI/ML,US-WestCoast,2019,3,1,0.533,Seed,1851745.27,True,False,15,16,Failed
SU-10335,Marketplace,US-WestCoast,2015,3,0,0.322,Series B,22366542.93,True,False,33,34,Failed
SU-10336,EdTech,Europe,2019,3,1,0.767,Series A,7149901.62,False,False,-1,42,Active
SU-10337,Marketplace,India,2018,4,1,0.399,Series C+,51048174.82,True,False,15,16,Failed
SU-10338,SaaS,Europe,2018,5,1,0.782,Series A,7550378.94,False,True,26,27,Acquired
SU-10339,SaaS,US-WestCoast,2018,3,0,0.325,Seed,2030944.71,True,False,16,17,Failed
SU-10340,AI/ML,Europe,2018,1,1,0.779,Pre-Seed,187358.45,False,False,-1,42,Active
SU-10341,E-commerce,Europe,2017,2,0,0.732,Series C+,50704959.64,False,False,-1,42,Active
SU-10342,DeepTech,Europe,2021,5,1,0.092,Pre-Seed,191250.96,True,False,38,39,Failed
SU-10343,ConsumerApps,US-WestCoast,2018,4,1,0.747,Pre-Seed,327987.08,False,False,-1,42,Active
SU-10344,ClimateTech,Europe,2014,3,0,0.539,Seed,2109804.52,False,False,-1,42,Active
SU-10345,EdTech,US-EastCoast,2019,2,2,0.583,Pre-Seed,231970.79,False,False,-1,42,Active
SU-10346,EdTech,Europe,2021,2,0,0.134,Pre-Seed,278195.98,False,False,-1,42,Active
SU-10347,AI/ML,SEA,2017,5,1,0.954,Pre-Seed,285169.94,False,False,-1,42,Active
SU-10348,HealthTech,US-WestCoast,2017,2,1,0.879,Pre-Seed,156107.68,False,False,-1,42,Active
SU-10349,DeepTech,US-EastCoast,2021,4,1,0.746,Pre-Seed,288570.2,False,False,-1,42,Active
SU-10350,EdTech,SEA,2017,3,0,0.758,Series B,19379678.87,False,False,-1,42,Active
SU-10351,EdTech,Europe,2022,1,0,0.459,Seed,734301.56,False,False,-1,42,Active
SU-10352,ConsumerApps,India,2018,4,0,0.319,Seed,1666424.46,False,False,-1,42,Active
SU-10353,ClimateTech,US-EastCoast,2021,2,0,0.429,Series A,9672839.89,True,False,20,21,Failed
SU-10354,SaaS,US-WestCoast,2019,2,0,0.644,Series B,17859348.65,False,True,8,9,Acquired
SU-10355,ClimateTech,SEA,2018,1,0,0.428,Pre-Seed,168856.36,True,False,24,25,Failed
SU-10356,SaaS,India,2016,5,0,0.362,Series C+,84581878.52,False,True,41,42,Acquired
SU-10357,Marketplace,India,2018,3,2,0.546,Seed,1691121.01,False,False,-1,42,Active
SU-10358,ClimateTech,Europe,2015,2,0,0.815,Seed,1313986.02,False,False,-1,42,Active
SU-10359,HealthTech,Europe,2016,4,1,0.375,Series A,4611674.01,False,False,-1,42,Active
SU-10360,EdTech,US-EastCoast,2017,2,1,0.399,Seed,1164904.35,False,False,-1,42,Active
SU-10361,EdTech,US-Other,2022,3,0,0.053,Seed,1634842.82,False,False,-1,42,Active
SU-10362,HealthTech,Europe,2014,2,0,0.839,Pre-Seed,180337.84,True,False,18,19,Failed
SU-10363,HealthTech,US-EastCoast,2014,5,2,0.81,Seed,1515323.52,False,False,-1,42,Active
SU-10364,Marketplace,US-WestCoast,2022,3,1,0.947,Series A,7460111.82,False,False,-1,42,Active
SU-10365,HealthTech,US-WestCoast,2017,2,1,0.723,Pre-Seed,281493.4,False,False,-1,42,Active
SU-10366,EdTech,India,2015,4,1,0.735,Pre-Seed,339658.38,False,False,-1,42,Active
SU-10367,AI/ML,Europe,2022,3,1,0.695,Seed,1358382.97,False,False,-1,42,Active
SU-10368,ClimateTech,LatAm,2021,1,0,0.842,Series A,8186903.12,False,False,-1,42,Active
SU-10369,Marketplace,Europe,2018,2,0,0.373,Seed,1634172.9,True,False,18,19,Failed
SU-10370,ClimateTech,US-WestCoast,2021,1,0,0.659,Pre-Seed,278788.71,True,False,14,15,Failed
SU-10371,ConsumerApps,SEA,2020,5,1,0.569,Seed,840368.1,False,False,-1,42,Active
SU-10372,SaaS,SEA,2019,2,0,0.73,Pre-Seed,117457.14,True,False,31,32,Failed
SU-10373,HealthTech,India,2016,2,1,0.502,Series A,4997605.03,True,False,31,32,Failed
SU-10374,E-commerce,India,2014,3,1,0.55,Seed,2118325.73,False,False,-1,42,Active
SU-10375,EdTech,SEA,2016,2,1,0.286,Pre-Seed,299127.28,True,False,20,21,Failed
SU-10376,Marketplace,SEA,2021,5,1,0.334,Seed,1159655.49,False,False,-1,42,Active
SU-10377,ConsumerApps,US-Other,2016,5,2,0.346,Seed,1054058.92,False,False,-1,42,Active
SU-10378,DeepTech,US-EastCoast,2018,2,0,0.213,Seed,1355740.84,True,False,18,19,Failed
SU-10379,EdTech,Europe,2014,3,0,0.761,Seed,1172348.65,False,False,-1,42,Active
SU-10380,ClimateTech,India,2017,2,0,0.69,Series C+,76404349.38,False,False,-1,42,Active
SU-10381,Fintech,US-EastCoast,2015,4,0,0.414,Seed,1183322.43,False,False,-1,42,Active
SU-10382,HealthTech,SEA,2020,2,0,0.82,Pre-Seed,313222.2,True,False,22,23,Failed
SU-10383,AI/ML,US-WestCoast,2016,3,0,0.452,Series A,8921125.69,True,False,26,27,Failed
SU-10384,HealthTech,SEA,2018,3,1,0.494,Seed,1352749.6,False,False,-1,42,Active
SU-10385,ClimateTech,LatAm,2020,3,0,0.602,Seed,1703543.63,True,False,18,19,Failed
SU-10386,AI/ML,Europe,2016,3,0,0.638,Seed,1602939.74,False,False,-1,42,Active
SU-10387,ConsumerApps,US-WestCoast,2019,3,1,0.528,Pre-Seed,176003.28,True,False,17,18,Failed
SU-10388,E-commerce,India,2020,1,0,0.247,Pre-Seed,329290.54,True,False,14,15,Failed
SU-10389,HealthTech,US-Other,2014,3,0,0.651,Series C+,48405075.14,False,False,-1,42,Active
SU-10390,ConsumerApps,Europe,2022,4,0,0.295,Seed,1578362.12,True,False,29,30,Failed
SU-10391,Marketplace,US-Other,2014,1,0,0.366,Seed,3624488.41,False,True,41,42,Acquired
SU-10392,ConsumerApps,Europe,2022,5,1,0.549,Seed,1983939.73,False,False,-1,42,Active
SU-10393,ConsumerApps,Europe,2015,4,0,0.703,Seed,2209952.14,True,False,26,27,Failed
SU-10394,AI/ML,Europe,2019,5,0,0.602,Pre-Seed,322248.94,False,False,-1,42,Active
SU-10395,E-commerce,US-Other,2020,2,0,0.391,Series A,14185075.15,False,False,-1,42,Active
SU-10396,Fintech,SEA,2016,1,0,0.025,Pre-Seed,371214.38,False,False,-1,42,Active
SU-10397,HealthTech,US-EastCoast,2017,2,0,0.442,Series B,33232091.23,False,False,-1,42,Active
SU-10398,Marketplace,US-WestCoast,2019,4,1,0.815,Seed,1637348.66,True,False,31,32,Failed
SU-10399,E-commerce,US-EastCoast,2017,4,0,0.108,Seed,2287479.85,True,False,15,16,Failed
SU-10400,E-commerce,SEA,2017,2,1,0.266,Seed,1380584.21,False,False,-1,42,Active
SU-10401,Marketplace,Europe,2020,2,1,0.613,Series B,14498210.7,False,False,-1,42,Active
SU-10402,ConsumerApps,SEA,2019,1,0,0.092,Series B,18368266.93,True,False,14,15,Failed
SU-10403,SaaS,India,2021,4,0,0.431,Pre-Seed,499397.46,True,False,19,20,Failed
SU-10404,E-commerce,US-EastCoast,2020,4,1,0.258,Pre-Seed,154334.98,False,False,-1,42,Active
SU-10405,E-commerce,Europe,2014,5,0,0.436,Pre-Seed,193351.39,True,False,22,23,Failed
SU-10406,EdTech,US-Other,2016,2,0,0.536,Seed,2057092.76,True,False,20,21,Failed
SU-10407,EdTech,Europe,2014,2,0,0.811,Pre-Seed,199566.86,True,False,23,24,Failed
SU-10408,E-commerce,SEA,2022,2,0,0.575,Series B,53121917.36,True,False,21,22,Failed
SU-10409,AI/ML,SEA,2014,4,0,0.567,Series A,8799033.88,False,False,-1,42,Active
SU-10410,Marketplace,US-WestCoast,2015,5,0,0.804,Pre-Seed,242223.17,False,False,-1,42,Active
SU-10411,DeepTech,Europe,2018,5,1,0.844,Pre-Seed,190579.31,False,False,-1,42,Active
SU-10412,SaaS,Europe,2014,2,1,0.121,Pre-Seed,334032.84,False,False,-1,42,Active
SU-10413,EdTech,US-EastCoast,2017,4,3,0.822,Series A,6989422.75,False,False,-1,42,Active
SU-10414,SaaS,Europe,2018,2,0,0.619,Seed,2905913.94,True,False,31,32,Failed
SU-10415,SaaS,US-EastCoast,2017,3,0,0.305,Pre-Seed,118831.6,False,False,-1,42,Active
SU-10416,ConsumerApps,US-WestCoast,2020,3,2,0.446,Pre-Seed,281552.33,False,False,-1,42,Active
SU-10417,SaaS,US-Other,2020,5,2,0.585,Seed,2917287.36,False,True,39,40,Acquired
SU-10418,HealthTech,US-WestCoast,2018,4,1,0.628,Seed,1330195.06,False,False,-1,42,Active
SU-10419,ConsumerApps,Europe,2014,3,1,0.87,Series B,18793772.68,False,False,-1,42,Active
SU-10420,Fintech,US-WestCoast,2016,2,1,0.585,Series A,5273747.57,True,False,18,19,Failed
SU-10421,SaaS,US-EastCoast,2019,5,2,0.866,Pre-Seed,387484.62,False,False,-1,42,Active
SU-10422,E-commerce,US-EastCoast,2014,3,2,0.423,Series A,3799834.08,False,False,-1,42,Active
SU-10423,HealthTech,US-WestCoast,2020,5,0,0.673,Seed,1308698.56,False,False,-1,42,Active
SU-10424,EdTech,US-WestCoast,2017,2,1,0.392,Seed,1183550.11,False,False,-1,42,Active
SU-10425,DeepTech,India,2015,5,1,0.654,Pre-Seed,258878.68,False,False,-1,42,Active
SU-10426,ConsumerApps,LatAm,2014,1,0,0.131,Seed,938372.93,True,False,38,39,Failed
SU-10427,HealthTech,US-WestCoast,2017,2,0,0.482,Seed,1430509.07,True,False,16,17,Failed
SU-10428,SaaS,US-EastCoast,2014,4,0,0.321,Seed,1986998.26,False,False,-1,42,Active
SU-10429,HealthTech,US-EastCoast,2015,2,0,0.54,Series A,12936499.87,True,False,17,18,Failed
SU-10430,Marketplace,US-EastCoast,2014,5,0,0.499,Seed,1265945.66,True,False,15,16,Failed
SU-10431,DeepTech,SEA,2016,5,1,0.841,Series C+,48226188.0,True,False,20,21,Failed
SU-10432,ConsumerApps,US-Other,2022,2,1,0.77,Seed,3275892.2,False,False,-1,42,Active
SU-10433,E-commerce,India,2020,4,0,0.816,Pre-Seed,244777.82,False,False,-1,42,Active
SU-10434,SaaS,US-EastCoast,2022,2,0,0.719,Pre-Seed,280373.07,True,False,35,36,Failed
SU-10435,SaaS,US-EastCoast,2017,1,0,0.288,Seed,1081077.78,True,False,25,26,Failed
SU-10436,DeepTech,US-Other,2017,4,0,0.677,Pre-Seed,194720.0,True,False,29,30,Failed
SU-10437,Marketplace,SEA,2014,3,1,0.551,Series A,7265109.12,False,False,-1,42,Active
SU-10438,Marketplace,SEA,2019,4,1,0.392,Series B,33648857.82,False,False,-1,42,Active
SU-10439,HealthTech,India,2017,3,3,0.395,Pre-Seed,411856.65,False,False,-1,42,Active
SU-10440,Fintech,SEA,2015,3,0,0.138,Seed,1806732.93,False,False,-1,42,Active
SU-10441,HealthTech,US-Other,2019,4,0,0.582,Pre-Seed,261025.79,False,False,-1,42,Active
SU-10442,DeepTech,Europe,2015,3,0,0.587,Pre-Seed,345847.73,False,False,-1,42,Active
SU-10443,HealthTech,US-WestCoast,2018,3,0,0.73,Seed,1147090.88,True,False,22,23,Failed
SU-10444,HealthTech,LatAm,2021,3,1,0.319,Pre-Seed,296971.59,True,False,14,15,Failed
SU-10445,DeepTech,US-WestCoast,2015,5,0,0.361,Series A,6016110.16,True,False,25,26,Failed
SU-10446,ConsumerApps,Europe,2022,2,0,0.885,Series A,8932355.13,False,False,-1,42,Active
SU-10447,E-commerce,India,2021,2,0,0.738,Series A,7916907.51,True,False,22,23,Failed
SU-10448,ConsumerApps,Europe,2015,3,0,0.657,Series B,20974466.78,False,False,-1,42,Active
SU-10449,Marketplace,India,2017,3,0,0.504,Pre-Seed,244322.77,False,False,-1,42,Active
SU-10450,ClimateTech,Europe,2015,1,0,0.281,Pre-Seed,197839.32,False,False,-1,42,Active
SU-10451,SaaS,US-EastCoast,2018,1,1,0.501,Seed,851174.82,True,False,18,19,Failed
SU-10452,AI/ML,US-EastCoast,2020,3,2,0.498,Seed,943901.19,False,False,-1,42,Active
SU-10453,E-commerce,US-EastCoast,2020,3,2,0.379,Pre-Seed,402532.76,False,False,-1,42,Active
SU-10454,DeepTech,India,2019,3,0,0.253,Seed,1180408.8,True,False,29,30,Failed
SU-10455,HealthTech,LatAm,2015,2,0,0.461,Pre-Seed,243420.72,False,False,-1,42,Active
SU-10456,SaaS,US-WestCoast,2015,4,3,0.359,Seed,1398752.37,False,False,-1,42,Active
SU-10457,ConsumerApps,India,2020,4,1,0.511,Seed,1428233.98,True,False,26,27,Failed
SU-10458,Marketplace,US-Other,2022,4,2,0.48,Seed,1101745.15,False,False,-1,42,Active
SU-10459,HealthTech,US-WestCoast,2020,4,0,0.347,Seed,1165001.43,True,False,26,27,Failed
SU-10460,EdTech,Europe,2019,1,0,0.742,Seed,1146225.17,False,False,-1,42,Active
SU-10461,ConsumerApps,US-WestCoast,2017,1,0,0.619,Seed,1741009.67,False,False,-1,42,Active
SU-10462,Marketplace,US-Other,2021,3,0,0.404,Seed,1061660.17,False,False,-1,42,Active
SU-10463,E-commerce,US-EastCoast,2016,3,1,0.626,Pre-Seed,309515.01,False,False,-1,42,Active
SU-10464,ConsumerApps,SEA,2016,5,1,0.418,Series A,14354158.47,True,False,15,16,Failed
SU-10465,ClimateTech,US-Other,2021,2,0,0.601,Series B,27250535.08,False,False,-1,42,Active
SU-10466,SaaS,Europe,2014,4,2,0.164,Pre-Seed,239354.19,False,False,-1,42,Active
SU-10467,Marketplace,US-Other,2018,3,1,0.581,Pre-Seed,286312.67,False,False,-1,42,Active
SU-10468,EdTech,LatAm,2021,1,0,0.394,Series A,8186296.75,False,False,-1,42,Active
SU-10469,DeepTech,US-EastCoast,2019,3,1,0.415,Seed,1871909.07,False,False,-1,42,Active
SU-10470,SaaS,US-Other,2022,5,0,0.245,Seed,1447032.96,True,False,13,14,Failed
SU-10471,E-commerce,US-WestCoast,2020,2,0,0.073,Series A,11254180.76,False,False,-1,42,Active
SU-10472,ClimateTech,US-Other,2018,3,1,0.969,Pre-Seed,283956.59,False,False,-1,42,Active
SU-10473,Marketplace,Europe,2020,2,2,0.905,Series A,8124693.57,False,False,-1,42,Active
SU-10474,ConsumerApps,SEA,2021,4,0,0.402,Series A,7293045.68,False,False,-1,42,Active
SU-10475,ClimateTech,Europe,2017,5,2,0.63,Series A,4497002.8,False,True,20,21,Acquired
SU-10476,AI/ML,India,2018,2,0,0.641,Pre-Seed,403967.53,False,False,-1,42,Active
SU-10477,AI/ML,India,2015,3,1,0.571,Pre-Seed,130975.76,True,False,16,17,Failed
SU-10478,ClimateTech,Europe,2018,2,0,0.464,Series B,33865251.52,True,False,16,17,Failed
SU-10479,DeepTech,India,2014,3,0,0.326,Seed,1508819.95,False,False,-1,42,Active
SU-10480,AI/ML,US-WestCoast,2019,4,1,0.034,Pre-Seed,130450.02,False,False,-1,42,Active
SU-10481,AI/ML,US-WestCoast,2015,3,1,0.511,Series C+,35480163.32,False,False,-1,42,Active
SU-10482,E-commerce,US-EastCoast,2014,3,2,0.494,Series A,2426360.3,False,False,-1,42,Active
SU-10483,Fintech,Europe,2021,1,1,0.53,Series B,26342807.04,False,True,6,7,Acquired
SU-10484,Fintech,US-EastCoast,2019,3,0,0.313,Series A,4670828.71,True,False,23,24,Failed
SU-10485,HealthTech,Europe,2016,1,0,0.734,Series A,8079209.31,True,False,21,22,Failed
SU-10486,HealthTech,LatAm,2014,2,0,0.616,Series A,4911114.96,False,False,-1,42,Active
SU-10487,HealthTech,Europe,2020,2,0,0.688,Series A,9774528.11,True,False,34,35,Failed
SU-10488,HealthTech,Europe,2018,1,0,0.385,Seed,1578773.18,True,False,32,33,Failed
SU-10489,SaaS,Europe,2015,3,1,0.353,Pre-Seed,235152.79,True,False,13,14,Failed
SU-10490,AI/ML,LatAm,2022,3,0,0.36,Seed,2100599.33,True,False,16,17,Failed
SU-10491,Marketplace,US-WestCoast,2017,4,1,0.217,Seed,2376901.93,True,False,15,16,Failed
SU-10492,SaaS,SEA,2021,2,0,0.883,Series B,29374751.96,True,False,33,34,Failed
SU-10493,SaaS,India,2021,2,0,0.313,Series A,11998953.96,True,False,21,22,Failed
SU-10494,AI/ML,SEA,2022,2,1,0.444,Pre-Seed,334123.24,True,False,14,15,Failed
SU-10495,SaaS,US-WestCoast,2018,1,1,0.402,Seed,1758658.43,False,False,-1,42,Active
SU-10496,DeepTech,India,2014,4,0,0.638,Series A,14125981.87,True,False,36,37,Failed
SU-10497,HealthTech,US-WestCoast,2014,2,1,0.429,Seed,2726562.92,False,False,-1,42,Active
SU-10498,ConsumerApps,Europe,2021,2,0,0.621,Series A,7344844.01,True,False,23,24,Failed
SU-10499,DeepTech,US-Other,2019,1,1,0.525,Pre-Seed,315319.47,False,False,-1,42,Active
SU-10500,EdTech,US-EastCoast,2018,3,0,0.788,Pre-Seed,290275.37,True,False,17,18,Failed
SU-10501,SaaS,US-WestCoast,2019,2,1,0.708,Seed,1134411.61,False,False,-1,42,Active
SU-10502,EdTech,US-EastCoast,2017,4,0,0.767,Series A,4897417.1,True,False,19,20,Failed
SU-10503,ConsumerApps,US-EastCoast,2014,2,0,0.05,Pre-Seed,210171.12,False,False,-1,42,Active
SU-10504,ClimateTech,LatAm,2016,2,0,0.078,Seed,1622967.01,True,False,13,14,Failed
SU-10505,E-commerce,US-EastCoast,2020,5,1,0.1,Series B,17744817.89,True,False,26,27,Failed
SU-10506,SaaS,US-Other,2019,5,0,0.519,Seed,2023038.7,True,False,38,39,Failed
SU-10507,HealthTech,India,2022,3,0,0.282,Series A,16878619.84,True,False,22,23,Failed
SU-10508,Fintech,Europe,2016,3,0,0.421,Pre-Seed,164431.14,False,False,-1,42,Active
SU-10509,ConsumerApps,Europe,2022,3,0,0.154,Series A,8447360.51,True,False,14,15,Failed
SU-10510,AI/ML,US-Other,2020,3,0,0.797,Pre-Seed,330257.24,False,False,-1,42,Active
SU-10511,SaaS,Europe,2015,1,0,0.65,Seed,1702689.14,True,False,26,27,Failed
SU-10512,ClimateTech,US-Other,2016,1,0,0.748,Pre-Seed,222337.67,False,False,-1,42,Active
SU-10513,Fintech,US-WestCoast,2021,1,1,0.331,Pre-Seed,205507.68,True,False,37,38,Failed
SU-10514,E-commerce,SEA,2017,3,0,0.39,Series A,9328062.45,False,False,-1,42,Active
SU-10515,E-commerce,US-WestCoast,2021,2,0,0.644,Pre-Seed,150409.87,False,False,-1,42,Active
SU-10516,Marketplace,India,2015,2,1,0.324,Seed,1489278.33,False,False,-1,42,Active
SU-10517,HealthTech,US-Other,2022,5,2,0.551,Pre-Seed,199714.64,False,False,-1,42,Active
SU-10518,E-commerce,US-WestCoast,2020,5,2,0.772,Seed,2639135.08,False,False,-1,42,Active
SU-10519,ClimateTech,Europe,2018,2,1,0.757,Seed,1633888.09,False,False,-1,42,Active
SU-10520,SaaS,US-Other,2016,5,1,0.058,Series B,25583993.47,False,False,-1,42,Active
SU-10521,E-commerce,US-EastCoast,2018,5,2,0.375,Seed,1154221.74,False,False,-1,42,Active
SU-10522,Fintech,Europe,2018,3,0,0.275,Seed,1205070.99,True,False,30,31,Failed
SU-10523,E-commerce,India,2022,2,0,0.346,Series B,22383719.04,True,False,19,20,Failed
SU-10524,AI/ML,US-WestCoast,2020,3,2,0.361,Pre-Seed,470768.09,False,False,-1,42,Active
SU-10525,SaaS,India,2020,2,1,0.397,Pre-Seed,430252.79,False,False,-1,42,Active
SU-10526,Marketplace,US-EastCoast,2022,3,1,0.729,Seed,999364.81,False,False,-1,42,Active
SU-10527,Fintech,India,2021,3,1,0.623,Seed,1458988.95,False,False,-1,42,Active
SU-10528,ConsumerApps,US-Other,2017,1,1,0.865,Series B,35167226.04,False,False,-1,42,Active
SU-10529,DeepTech,SEA,2018,4,1,0.684,Pre-Seed,420571.14,False,False,-1,42,Active
SU-10530,AI/ML,India,2016,5,0,0.771,Series B,52091643.36,True,False,29,30,Failed
SU-10531,DeepTech,US-Other,2021,4,0,0.288,Series A,6639982.28,False,False,-1,42,Active
SU-10532,ConsumerApps,India,2021,5,3,0.311,Series A,8474674.19,True,False,17,18,Failed
SU-10533,Marketplace,Europe,2017,4,1,0.681,Pre-Seed,177075.93,False,False,-1,42,Active
SU-10534,ClimateTech,India,2019,2,1,0.269,Pre-Seed,234008.36,True,False,16,17,Failed
SU-10535,SaaS,US-Other,2022,1,0,0.558,Pre-Seed,455073.48,False,False,-1,42,Active
SU-10536,E-commerce,US-WestCoast,2020,2,0,0.547,Pre-Seed,317727.79,False,False,-1,42,Active
SU-10537,DeepTech,US-EastCoast,2018,2,0,0.086,Series A,6629856.9,True,False,12,13,Failed
SU-10538,ClimateTech,US-Other,2015,3,0,0.728,Seed,2191904.68,True,False,34,35,Failed
SU-10539,DeepTech,Europe,2019,5,1,0.883,Series A,5609634.97,True,False,27,28,Failed
SU-10540,Marketplace,US-WestCoast,2020,3,2,0.331,Series C+,33753440.86,False,True,31,32,Acquired
SU-10541,DeepTech,US-EastCoast,2016,1,0,0.398,Series A,11727618.41,False,False,-1,42,Active
SU-10542,Marketplace,US-EastCoast,2021,1,0,0.692,Series C+,59828553.47,True,False,27,28,Failed
