company_id,sector,region,founded_year,founder_count,founder_prior_exits,founder_technical_pct,initial_funding_stage,initial_capital,months_observed,failed,acquired,fail_month
SU-10291,Marketplace,US-Other,2018,3,0,0.65,Seed,1259653.86,42,False,False,-1
SU-10292,ClimateTech,LatAm,2015,5,1,0.659,Seed,2483700.33,22,True,False,21
SU-10293,AI/ML,India,2016,1,0,0.389,Series A,8465297.59,19,True,False,18
SU-10294,Fintech,India,2018,3,1,0.112,Series B,28324878.76,42,False,False,-1
SU-10295,HealthTech,US-EastCoast,2017,2,0,0.408,Pre-Seed,432824.86,32,True,False,31
SU-10296,E-commerce,US-EastCoast,2019,5,0,0.424,Seed,1128067.07,27,True,False,26
SU-10297,AI/ML,Europe,2020,4,0,0.576,Pre-Seed,358989.89,42,False,False,-1
SU-10298,SaaS,SEA,2015,3,1,0.309,Seed,2432483.53,19,True,False,18
SU-10299,AI/ML,US-EastCoast,2021,2,0,0.561,Series B,20205345.56,42,False,False,-1
SU-10300,HealthTech,SEA,2015,4,0,0.458,Seed,1610569.0,18,True,False,17
SU-10301,SaaS,India,2017,4,0,0.878,Pre-Seed,350845.82,35,True,False,34
SU-10302,EdTech,LatAm,2017,3,1,0.73,Pre-Seed,204109.56,42,False,False,-1
SU-10303,AI/ML,US-Other,2014,4,0,0.504,Series A,11561351.31,24,True,False,23
SU-10304,Fintech,LatAm,2020,5,1,0.109,Series C+,34806382.26,23,True,False,22
SU-10305,EdTech,India,2020,5,3,0.462,Pre-Seed,310943.99,42,False,False,-1
SU-10306,SaaS,Europe,2021,1,0,0.427,Pre-Seed,235654.33,15,True,False,14
SU-10307,DeepTech,India,2018,3,0,0.921,Pre-Seed,173285.04,40,True,False,39
SU-10308,ClimateTech,India,2014,3,1,0.361,Series A,20059668.56,17,True,False,16
SU-10309,AI/ML,US-WestCoast,2020,3,1,0.365,Series C+,58949352.13,26,True,False,25
SU-10310,ConsumerApps,India,2017,2,0,0.493,Series A,10107834.2,21,True,False,20
SU-10311,SaaS,US-WestCoast,2016,2,0,0.529,Series B,34680025.64,26,True,False,25
SU-10312,ConsumerApps,US-WestCoast,2019,2,0,0.699,Series A,7016491.21,16,True,False,15
SU-10313,AI/ML,Europe,2019,1,0,0.733,Seed,1871231.47,18,True,False,17
SU-10314,AI/ML,US-Other,2019,3,1,0.479,Seed,1260629.83,23,True,False,22
SU-10315,SaaS,LatAm,2019,4,0,0.528,Seed,2073234.25,28,True,False,27
SU-10316,E-commerce,US-Other,2021,2,0,0.393,Seed,1761965.95,40,False,True,39
SU-10317,SaaS,Europe,2016,3,0,0.198,Seed,2579302.6,42,False,False,-1
SU-10318,EdTech,India,2022,3,2,0.286,Series A,7405418.16,39,False,True,38
SU-10319,DeepTech,LatAm,2018,3,0,0.633,Seed,2242351.14,42,False,False,-1
SU-10320,SaaS,SEA,2021,4,2,0.554,Seed,1626318.06,19,True,False,18
SU-10321,DeepTech,US-EastCoast,2017,4,1,0.579,Seed,924508.3,42,False,False,-1
SU-10322,HealthTech,US-WestCoast,2018,3,1,0.91,Pre-Seed,155652.86,20,True,False,19
SU-10323,ClimateTech,SEA,2015,2,1,0.689,Series A,14216432.98,42,False,False,-1
SU-10324,SaaS,LatAm,2019,2,0,0.791,Seed,958789.83,30,True,False,29
SU-10325,AI/ML,US-WestCoast,2018,2,1,0.33,Pre-Seed,191901.95,28,True,False,27
SU-10326,Marketplace,Europe,2015,2,0,0.839,Pre-Seed,142877.33,42,False,False,-1
SU-10327,SaaS,LatAm,2022,3,0,0.531,Seed,1039480.46,19,True,False,18
SU-10328,Marketplace,US-Other,2020,3,0,0.089,Pre-Seed,287083.04,42,False,False,-1
SU-10329,Fintech,US-WestCoast,2022,3,0,0.875,Seed,1953852.82,42,False,False,-1
SU-10330,DeepTech,LatAm,2021,5,0,0.694,Series A,7859601.86,31,True,False,30
SU-10331,SaaS,US-Other,2021,2,1,0.855,Seed,744144.75,42,False,False,-1
SU-10332,AI/ML,India,2022,5,2,0.668,Pre-Seed,174044.07,42,False,False,-1
SU-10333,HealthTech,India,2015,4,0,0.321,Seed,1323565.95,25,True,False,24
SU-10334,AI/ML,US-WestCoast,2019,3,1,0.533,Seed,1851745.27,16,True,False,15
SU-10335,Marketplace,US-WestCoast,2015,3,0,0.322,Series B,22366542.93,34,True,False,33
SU-10336,EdTech,Europe,2019,3,1,0.767,Series A,7149901.62,42,False,False,-1
SU-10337,Marketplace,India,2018,4,1,0.399,Series C+,51048174.82,16,True,False,15
SU-10338,SaaS,Europe,2018,5,1,0.782,Series A,7550378.94,27,False,True,26
SU-10339,SaaS,US-WestCoast,2018,3,0,0.325,Seed,2030944.71,17,True,False,16
SU-10340,AI/ML,Europe,2018,1,1,0.779,Pre-Seed,187358.45,42,False,False,-1
SU-10341,E-commerce,Europe,2017,2,0,0.732,Series C+,50704959.64,42,False,False,-1
SU-10342,DeepTech,Europe,2021,5,1,0.092,Pre-Seed,191250.96,39,True,False,38
SU-10343,ConsumerApps,US-WestCoast,2018,4,1,0.747,Pre-Seed,327987.08,42,False,False,-1
SU-10344,ClimateTech,Europe,2014,3,0,0.539,Seed,2109804.52,42,False,False,-1
SU-10345,EdTech,US-EastCoast,2019,2,2,0.583,Pre-Seed,231970.79,42,False,False,-1
SU-10346,EdTech,Europe,2021,2,0,0.134,Pre-Seed,278195.98,42,False,False,-1
SU-10347,AI/ML,SEA,2017,5,1,0.954,Pre-Seed,285169.94,42,False,False,-1
SU-10348,HealthTech,US-WestCoast,2017,2,1,0.879,Pre-Seed,156107.68,42,False,False,-1
SU-10349,DeepTech,US-EastCoast,2021,4,1,0.746,Pre-Seed,288570.2,42,False,False,-1
SU-10350,EdTech,SEA,2017,3,0,0.758,Series B,19379678.87,42,False,False,-1
SU-10351,EdTech,Europe,2022,1,0,0.459,Seed,734301.56,42,False,False,-1
SU-10352,ConsumerApps,India,2018,4,0,0.319,Seed,1666424.46,42,False,False,-1
SU-10353,ClimateTech,US-EastCoast,2021,2,0,0.429,Series A,9672839.89,21,True,False,20
SU-10354,SaaS,US-WestCoast,2019,2,0,0.644,Series B,17859348.65,9,False,True,8
SU-10355,ClimateTech,SEA,2018,1,0,0.428,Pre-Seed,168856.36,25,True,False,24
SU-10356,SaaS,India,2016,5,0,0.362,Series C+,84581878.52,42,False,True,41
SU-10357,Marketplace,India,2018,3,2,0.546,Seed,1691121.01,42,False,False,-1
SU-10358,ClimateTech,Europe,2015,2,0,0.815,Seed,1313986.02,42,False,False,-1
SU-10359,HealthTech,Europe,2016,4,1,0.375,Series A,4611674.01,42,False,False,-1
SU-10360,EdTech,US-EastCoast,2017,2,1,0.399,Seed,1164904.35,42,False,False,-1
SU-10361,EdTech,US-Other,2022,3,0,0.053,Seed,1634842.82,42,False,False,-1
SU-10362,HealthTech,Europe,2014,2,0,0.839,Pre-Seed,180337.84,19,True,False,18
SU-10363,HealthTech,US-EastCoast,2014,5,2,0.81,Seed,1515323.52,42,False,False,-1
SU-10364,Marketplace,US-WestCoast,2022,3,1,0.947,Series A,7460111.82,42,False,False,-1
SU-10365,HealthTech,US-WestCoast,2017,2,1,0.723,Pre-Seed,281493.4,42,False,False,-1
SU-10366,EdTech,India,2015,4,1,0.735,Pre-Seed,339658.38,42,False,False,-1
SU-10367,AI/ML,Europe,2022,3,1,0.695,Seed,1358382.97,42,False,False,-1
SU-10368,ClimateTech,LatAm,2021,1,0,0.842,Series A,8186903.12,42,False,False,-1
SU-10369,Marketplace,Europe,2018,2,0,0.373,Seed,1634172.9,19,True,False,18
SU-10370,ClimateTech,US-WestCoast,2021,1,0,0.659,Pre-Seed,278788.71,15,True,False,14
SU-10371,ConsumerApps,SEA,2020,5,1,0.569,Seed,840368.1,42,False,False,-1
SU-10372,SaaS,SEA,2019,2,0,0.73,Pre-Seed,117457.14,32,True,False,31
SU-10373,HealthTech,India,2016,2,1,0.502,Series A,4997605.03,32,True,False,31
SU-10374,E-commerce,India,2014,3,1,0.55,Seed,2118325.73,42,False,False,-1
SU-10375,EdTech,SEA,2016,2,1,0.286,Pre-Seed,299127.28,21,True,False,20
SU-10376,Marketplace,SEA,2021,5,1,0.334,Seed,1159655.49,42,False,False,-1
SU-10377,ConsumerApps,US-Other,2016,5,2,0.346,Seed,1054058.92,42,False,False,-1
SU-10378,DeepTech,US-EastCoast,2018,2,0,0.213,Seed,1355740.84,19,True,False,18
SU-10379,EdTech,Europe,2014,3,0,0.761,Seed,1172348.65,42,False,False,-1
SU-10380,ClimateTech,India,2017,2,0,0.69,Series C+,76404349.38,42,False,False,-1
SU-10381,Fintech,US-EastCoast,2015,4,0,0.414,Seed,1183322.43,42,False,False,-1
SU-10382,HealthTech,SEA,2020,2,0,0.82,Pre-Seed,313222.2,23,True,False,22
SU-10383,AI/ML,US-WestCoast,2016,3,0,0.452,Series A,8921125.69,27,True,False,26
SU-10384,HealthTech,SEA,2018,3,1,0.494,Seed,1352749.6,42,False,False,-1
SU-10385,ClimateTech,LatAm,2020,3,0,0.602,Seed,1703543.63,19,True,False,18
SU-10386,AI/ML,Europe,2016,3,0,0.638,Seed,1602939.74,42,False,False,-1
SU-10387,ConsumerApps,US-WestCoast,2019,3,1,0.528,Pre-Seed,176003.28,18,True,False,17
SU-10388,E-commerce,India,2020,1,0,0.247,Pre-Seed,329290.54,15,True,False,14
SU-10389,HealthTech,US-Other,2014,3,0,0.651,Series C+,48405075.14,42,False,False,-1
SU-10390,ConsumerApps,Europe,2022,4,0,0.295,Seed,1578362.12,30,True,False,29
SU-10391,Marketplace,US-Other,2014,1,0,0.366,Seed,3624488.41,42,False,True,41
SU-10392,ConsumerApps,Europe,2022,5,1,0.549,Seed,1983939.73,42,False,False,-1
SU-10393,ConsumerApps,Europe,2015,4,0,0.703,Seed,2209952.14,27,True,False,26
SU-10394,AI/ML,Europe,2019,5,0,0.602,Pre-Seed,322248.94,42,False,False,-1
SU-10395,E-commerce,US-Other,2020,2,0,0.391,Series A,14185075.15,42,False,False,-1
SU-10396,Fintech,SEA,2016,1,0,0.025,Pre-Seed,371214.38,42,False,False,-1
SU-10397,HealthTech,US-EastCoast,2017,2,0,0.442,Series B,33232091.23,42,False,False,-1
SU-10398,Marketplace,US-WestCoast,2019,4,1,0.815,Seed,1637348.66,32,True,False,31
SU-10399,E-commerce,US-EastCoast,2017,4,0,0.108,Seed,2287479.85,16,True,False,15
SU-10400,E-commerce,SEA,2017,2,1,0.266,Seed,1380584.21,42,False,False,-1
SU-10401,Marketplace,Europe,2020,2,1,0.613,Series B,14498210.7,42,False,False,-1
SU-10402,ConsumerApps,SEA,2019,1,0,0.092,Series B,18368266.93,15,True,False,14
SU-10403,SaaS,India,2021,4,0,0.431,Pre-Seed,499397.46,20,True,False,19
SU-10404,E-commerce,US-EastCoast,2020,4,1,0.258,Pre-Seed,154334.98,42,False,False,-1
SU-10405,E-commerce,Europe,2014,5,0,0.436,Pre-Seed,193351.39,23,True,False,22
SU-10406,EdTech,US-Other,2016,2,0,0.536,Seed,2057092.76,21,True,False,20
SU-10407,EdTech,Europe,2014,2,0,0.811,Pre-Seed,199566.86,24,True,False,23
SU-10408,E-commerce,SEA,2022,2,0,0.575,Series B,53121917.36,22,True,False,21
SU-10409,AI/ML,SEA,2014,4,0,0.567,Series A,8799033.88,42,False,False,-1
SU-10410,Marketplace,US-WestCoast,2015,5,0,0.804,Pre-Seed,242223.17,42,False,False,-1
SU-10411,DeepTech,Europe,2018,5,1,0.844,Pre-Seed,190579.31,42,False,False,-1
SU-10412,SaaS,Europe,2014,2,1,0.121,Pre-Seed,334032.84,42,False,False,-1
SU-10413,EdTech,US-EastCoast,2017,4,3,0.822,Series A,6989422.75,42,False,False,-1
SU-10414,SaaS,Europe,2018,2,0,0.619,Seed,2905913.94,32,True,False,31
SU-10415,SaaS,US-EastCoast,2017,3,0,0.305,Pre-Seed,118831.6,42,False,False,-1
SU-10416,ConsumerApps,US-WestCoast,2020,3,2,0.446,Pre-Seed,281552.33,42,False,False,-1
SU-10417,SaaS,US-Other,2020,5,2,0.585,Seed,2917287.36,40,False,True,39
SU-10418,HealthTech,US-WestCoast,2018,4,1,0.628,Seed,1330195.06,42,False,False,-1
SU-10419,ConsumerApps,Europe,2014,3,1,0.87,Series B,18793772.68,42,False,False,-1
SU-10420,Fintech,US-WestCoast,2016,2,1,0.585,Series A,5273747.57,19,True,False,18
SU-10421,SaaS,US-EastCoast,2019,5,2,0.866,Pre-Seed,387484.62,42,False,False,-1
SU-10422,E-commerce,US-EastCoast,2014,3,2,0.423,Series A,3799834.08,42,False,False,-1
SU-10423,HealthTech,US-WestCoast,2020,5,0,0.673,Seed,1308698.56,42,False,False,-1
SU-10424,EdTech,US-WestCoast,2017,2,1,0.392,Seed,1183550.11,42,False,False,-1
SU-10425,DeepTech,India,2015,5,1,0.654,Pre-Seed,258878.68,42,False,False,-1
SU-10426,ConsumerApps,LatAm,2014,1,0,0.131,Seed,938372.93,39,True,False,38
SU-10427,HealthTech,US-WestCoast,2017,2,0,0.482,Seed,1430509.07,17,True,False,16
SU-10428,SaaS,US-EastCoast,2014,4,0,0.321,Seed,1986998.26,42,False,False,-1
SU-10429,HealthTech,US-EastCoast,2015,2,0,0.54,Series A,12936499.87,18,True,False,17
SU-10430,Marketplace,US-EastCoast,2014,5,0,0.499,Seed,1265945.66,16,True,False,15
SU-10431,DeepTech,SEA,2016,5,1,0.841,Series C+,48226188.0,21,True,False,20
SU-10432,ConsumerApps,US-Other,2022,2,1,0.77,Seed,3275892.2,42,False,False,-1
SU-10433,E-commerce,India,2020,4,0,0.816,Pre-Seed,244777.82,42,False,False,-1
SU-10434,SaaS,US-EastCoast,2022,2,0,0.719,Pre-Seed,280373.07,36,True,False,35
SU-10435,SaaS,US-EastCoast,2017,1,0,0.288,Seed,1081077.78,26,True,False,25
SU-10436,DeepTech,US-Other,2017,4,0,0.677,Pre-Seed,194720.0,30,True,False,29
SU-10437,Marketplace,SEA,2014,3,1,0.551,Series A,7265109.12,42,False,False,-1
SU-10438,Marketplace,SEA,2019,4,1,0.392,Series B,33648857.82,42,False,False,-1
SU-10439,HealthTech,India,2017,3,3,0.395,Pre-Seed,411856.65,42,False,False,-1
SU-10440,Fintech,SEA,2015,3,0,0.138,Seed,1806732.93,42,False,False,-1
SU-10441,HealthTech,US-Other,2019,4,0,0.582,Pre-Seed,261025.79,42,False,False,-1
SU-10442,DeepTech,Europe,2015,3,0,0.587,Pre-Seed,345847.73,42,False,False,-1
SU-10443,HealthTech,US-WestCoast,2018,3,0,0.73,Seed,1147090.88,23,True,False,22
SU-10444,HealthTech,LatAm,2021,3,1,0.319,Pre-Seed,296971.59,15,True,False,14
SU-10445,DeepTech,US-WestCoast,2015,5,0,0.361,Series A,6016110.16,26,True,False,25
SU-10446,ConsumerApps,Europe,2022,2,0,0.885,Series A,8932355.13,42,False,False,-1
SU-10447,E-commerce,India,2021,2,0,0.738,Series A,7916907.51,23,True,False,22
SU-10448,ConsumerApps,Europe,2015,3,0,0.657,Series B,20974466.78,42,False,False,-1
SU-10449,Marketplace,India,2017,3,0,0.504,Pre-Seed,244322.77,42,False,False,-1
SU-10450,ClimateTech,Europe,2015,1,0,0.281,Pre-Seed,197839.32,42,False,False,-1
SU-10451,SaaS,US-EastCoast,2018,1,1,0.501,Seed,851174.82,19,True,False,18
SU-10452,AI/ML,US-EastCoast,2020,3,2,0.498,Seed,943901.19,42,False,False,-1
SU-10453,E-commerce,US-EastCoast,2020,3,2,0.379,Pre-Seed,402532.76,42,False,False,-1
SU-10454,DeepTech,India,2019,3,0,0.253,Seed,1180408.8,30,True,False,29
SU-10455,HealthTech,LatAm,2015,2,0,0.461,Pre-Seed,243420.72,42,False,False,-1
SU-10456,SaaS,US-WestCoast,2015,4,3,0.359,Seed,1398752.37,42,False,False,-1
SU-10457,ConsumerApps,India,2020,4,1,0.511,Seed,1428233.98,27,True,False,26
SU-10458,Marketplace,US-Other,2022,4,2,0.48,Seed,1101745.15,42,False,False,-1
SU-10459,HealthTech,US-WestCoast,2020,4,0,0.347,Seed,1165001.43,27,True,False,26
SU-10460,EdTech,Europe,2019,1,0,0.742,Seed,1146225.17,42,False,False,-1
SU-10461,ConsumerApps,US-WestCoast,2017,1,0,0.619,Seed,1741009.67,42,False,False,-1
SU-10462,Marketplace,US-Other,2021,3,0,0.404,Seed,1061660.17,42,False,False,-1
SU-10463,E-commerce,US-EastCoast,2016,3,1,0.626,Pre-Seed,309515.01,42,False,False,-1
SU-10464,ConsumerApps,SEA,2016,5,1,0.418,Series A,14354158.47,16,True,False,15
SU-10465,ClimateTech,US-Other,2021,2,0,0.601,Series B,27250535.08,42,False,False,-1
SU-10466,SaaS,Europe,2014,4,2,0.164,Pre-Seed,239354.19,42,False,False,-1
SU-10467,Marketplace,US-Other,2018,3,1,0.581,Pre-Seed,286312.67,42,False,False,-1
SU-10468,EdTech,LatAm,2021,1,0,0.394,Series A,8186296.75,42,False,False,-1
SU-10469,DeepTech,US-EastCoast,2019,3,1,0.415,Seed,1871909.07,42,False,False,-1
SU-10470,SaaS,US-Other,2022,5,0,0.245,Seed,1447032.96,14,True,False,13
SU-10471,E-commerce,US-WestCoast,2020,2,0,0.073,Series A,11254180.76,42,False,False,-1
SU-10472,ClimateTech,US-Other,2018,3,1,0.969,Pre-Seed,283956.59,42,False,False,-1
SU-10473,Marketplace,Europe,2020,2,2,0.905,Series A,8124693.57,42,False,False,-1
SU-10474,ConsumerApps,SEA,2021,4,0,0.402,Series A,7293045.68,42,False,False,-1
SU-10475,ClimateTech,Europe,2017,5,2,0.63,Series A,4497002.8,21,False,True,20
SU-10476,AI/ML,India,2018,2,0,0.641,Pre-Seed,403967.53,42,False,False,-1
SU-10477,AI/ML,India,2015,3,1,0.571,Pre-Seed,130975.76,17,True,False,16
SU-10478,ClimateTech,Europe,2018,2,0,0.464,Series B,33865251.52,17,True,False,16
SU-10479,DeepTech,India,2014,3,0,0.326,Seed,1508819.95,42,False,False,-1
SU-10480,AI/ML,US-WestCoast,2019,4,1,0.034,Pre-Seed,130450.02,42,False,False,-1
SU-10481,AI/ML,US-WestCoast,2015,3,1,0.511,Series C+,35480163.32,42,False,False,-1
SU-10482,E-commerce,US-EastCoast,2014,3,2,0.494,Series A,2426360.3,42,False,False,-1
SU-10483,Fintech,Europe,2021,1,1,0.53,Series B,26342807.04,7,False,True,6
SU-10484,Fintech,US-EastCoast,2019,3,0,0.313,Series A,4670828.71,24,True,False,23
SU-10485,HealthTech,Europe,2016,1,0,0.734,Series A,8079209.31,22,True,False,21
SU-10486,HealthTech,LatAm,2014,2,0,0.616,Series A,4911114.96,42,False,False,-1
SU-10487,HealthTech,Europe,2020,2,0,0.688,Series A,9774528.11,35,True,False,34
SU-10488,HealthTech,Europe,2018,1,0,0.385,Seed,1578773.18,33,True,False,32
SU-10489,SaaS,Europe,2015,3,1,0.353,Pre-Seed,235152.79,14,True,False,13
SU-10490,AI/ML,LatAm,2022,3,0,0.36,Seed,2100599.33,17,True,False,16
SU-10491,Marketplace,US-WestCoast,2017,4,1,0.217,Seed,2376901.93,16,True,False,15
SU-10492,SaaS,SEA,2021,2,0,0.883,Series B,29374751.96,34,True,False,33
SU-10493,SaaS,India,2021,2,0,0.313,Series A,11998953.96,22,True,False,21
SU-10494,AI/ML,SEA,2022,2,1,0.444,Pre-Seed,334123.24,15,True,False,14
SU-10495,SaaS,US-WestCoast,2018,1,1,0.402,Seed,1758658.43,42,False,False,-1
SU-10496,DeepTech,India,2014,4,0,0.638,Series A,14125981.87,37,True,False,36
SU-10497,HealthTech,US-WestCoast,2014,2,1,0.429,Seed,2726562.92,42,False,False,-1
SU-10498,ConsumerApps,Europe,2021,2,0,0.621,Series A,7344844.01,24,True,False,23
SU-10499,DeepTech,US-Other,2019,1,1,0.525,Pre-Seed,315319.47,42,False,False,-1
SU-10500,EdTech,US-EastCoast,2018,3,0,0.788,Pre-Seed,290275.37,18,True,False,17
SU-10501,SaaS,US-WestCoast,2019,2,1,0.708,Seed,1134411.61,42,False,False,-1
SU-10502,EdTech,US-EastCoast,2017,4,0,0.767,Series A,4897417.1,20,True,False,19
SU-10503,ConsumerApps,US-EastCoast,2014,2,0,0.05,Pre-Seed,210171.12,42,False,False,-1
SU-10504,ClimateTech,LatAm,2016,2,0,0.078,Seed,1622967.01,14,True,False,13
SU-10505,E-commerce,US-EastCoast,2020,5,1,0.1,Series B,17744817.89,27,True,False,26
SU-10506,SaaS,US-Other,2019,5,0,0.519,Seed,2023038.7,39,True,False,38
SU-10507,HealthTech,India,2022,3,0,0.282,Series A,16878619.84,23,True,False,22
SU-10508,Fintech,Europe,2016,3,0,0.421,Pre-Seed,164431.14,42,False,False,-1
SU-10509,ConsumerApps,Europe,2022,3,0,0.154,Series A,8447360.51,15,True,False,14
SU-10510,AI/ML,US-Other,2020,3,0,0.797,Pre-Seed,330257.24,42,False,False,-1
SU-10511,SaaS,Europe,2015,1,0,0.65,Seed,1702689.14,27,True,False,26
SU-10512,ClimateTech,US-Other,2016,1,0,0.748,Pre-Seed,222337.67,42,False,False,-1
SU-10513,Fintech,US-WestCoast,2021,1,1,0.331,Pre-Seed,205507.68,38,True,False,37
SU-10514,E-commerce,SEA,2017,3,0,0.39,Series A,9328062.45,42,False,False,-1
SU-10515,E-commerce,US-WestCoast,2021,2,0,0.644,Pre-Seed,150409.87,42,False,False,-1
SU-10516,Marketplace,India,2015,2,1,0.324,Seed,1489278.33,42,False,False,-1
SU-10517,HealthTech,US-Other,2022,5,2,0.551,Pre-Seed,199714.64,42,False,False,-1
SU-10518,E-commerce,US-WestCoast,2020,5,2,0.772,Seed,2639135.08,42,False,False,-1
SU-10519,ClimateTech,Europe,2018,2,1,0.757,Seed,1633888.09,42,False,False,-1
SU-10520,SaaS,US-Other,2016,5,1,0.058,Series B,25583993.47,42,False,False,-1
SU-10521,E-commerce,US-EastCoast,2018,5,2,0.375,Seed,1154221.74,42,False,False,-1
SU-10522,Fintech,Europe,2018,3,0,0.275,Seed,1205070.99,31,True,False,30
SU-10523,E-commerce,India,2022,2,0,0.346,Series B,22383719.04,20,True,False,19
SU-10524,AI/ML,US-WestCoast,2020,3,2,0.361,Pre-Seed,470768.09,42,False,False,-1
SU-10525,SaaS,India,2020,2,1,0.397,Pre-Seed,430252.79,42,False,False,-1
SU-10526,Marketplace,US-EastCoast,2022,3,1,0.729,Seed,999364.81,42,False,False,-1
SU-10527,Fintech,India,2021,3,1,0.623,Seed,1458988.95,42,False,False,-1
SU-10528,ConsumerApps,US-Other,2017,1,1,0.865,Series B,35167226.04,42,False,False,-1
SU-10529,DeepTech,SEA,2018,4,1,0.684,Pre-Seed,420571.14,42,False,False,-1
SU-10530,AI/ML,India,2016,5,0,0.771,Series B,52091643.36,30,True,False,29
SU-10531,DeepTech,US-Other,2021,4,0,0.288,Series A,6639982.28,42,False,False,-1
SU-10532,ConsumerApps,India,2021,5,3,0.311,Series A,8474674.19,18,True,False,17
SU-10533,Marketplace,Europe,2017,4,1,0.681,Pre-Seed,177075.93,42,False,False,-1
SU-10534,ClimateTech,India,2019,2,1,0.269,Pre-Seed,234008.36,17,True,False,16
SU-10535,SaaS,US-Other,2022,1,0,0.558,Pre-Seed,455073.48,42,False,False,-1
SU-10536,E-commerce,US-WestCoast,2020,2,0,0.547,Pre-Seed,317727.79,42,False,False,-1
SU-10537,DeepTech,US-EastCoast,2018,2,0,0.086,Series A,6629856.9,13,True,False,12
SU-10538,ClimateTech,US-Other,2015,3,0,0.728,Seed,2191904.68,35,True,False,34
SU-10539,DeepTech,Europe,2019,5,1,0.883,Series A,5609634.97,28,True,False,27
SU-10540,Marketplace,US-WestCoast,2020,3,2,0.331,Series C+,33753440.86,32,False,True,31
SU-10541,DeepTech,US-EastCoast,2016,1,0,0.398,Series A,11727618.41,42,False,False,-1
SU-10542,Marketplace,US-EastCoast,2021,1,0,0.692,Series C+,59828553.47,28,True,False,27
SU-10543,E-commerce,SEA,2017,2,1,0.692,Series B,21921931.0,42,False,False,-1
SU-10544,EdTech,US-EastCoast,2019,3,1,0.22,Series A,10260936.34,18,True,False,17
SU-10545,SaaS,US-WestCoast,2017,3,1,0.104,Seed,1331006.3,42,False,False,-1
SU-10546,EdTech,India,2022,3,1,0.421,Series B,26054206.64,42,False,False,-1
SU-10547,ClimateTech,US-EastCoast,2021,4,1,0.819,Series A,8307275.97,22,True,False,21
SU-10548,E-commerce,SEA,2017,1,0,0.915,Pre-Seed,183537.82,42,False,False,-1
SU-10549,SaaS,SEA,2022,3,0,0.382,Seed,659970.08,42,False,False,-1
SU-10550,AI/ML,Europe,2020,4,1,0.312,Pre-Seed,317110.97,27,True,False,26
SU-10551,Marketplace,US-EastCoast,2021,5,1,0.463,Seed,1279983.2,42,False,False,-1
SU-10552,HealthTech,India,2016,5,3,0.575,Seed,1003625.01,42,False,True,41
SU-10553,E-commerce,US-WestCoast,2014,1,0,0.622,Pre-Seed,289149.54,42,False,False,-1
SU-10554,SaaS,SEA,2020,2,1,0.255,Seed,1211370.69,42,False,False,-1
SU-10555,ConsumerApps,US-EastCoast,2020,5,0,0.81,Seed,1865893.16,18,True,False,17
SU-10556,SaaS,US-Other,2018,3,1,0.61,Series A,7616692.47,42,False,False,-1
SU-10557,HealthTech,US-Other,2021,4,1,0.588,Seed,1279731.0,42,False,False,-1
SU-10558,HealthTech,US-Other,2018,5,0,0.506,Pre-Seed,258547.88,27,True,False,26
SU-10559,EdTech,US-WestCoast,2015,5,1,0.257,Series A,18819181.6,42,False,False,-1
SU-10560,EdTech,US-EastCoast,2019,3,0,0.512,Series C+,33722415.72,16,True,False,15
SU-10561,Fintech,Europe,2017,1,0,0.763,Seed,1365585.79,22,True,False,21
SU-10562,SaaS,US-EastCoast,2017,2,0,0.721,Seed,1025246.17,19,True,False,18
SU-10563,HealthTech,US-WestCoast,2018,5,0,0.376,Series A,13522850.99,20,True,False,19
SU-10564,ConsumerApps,India,2014,5,0,0.046,Pre-Seed,153324.32,42,False,False,-1
SU-10565,HealthTech,US-WestCoast,2015,2,0,0.155,Seed,1847765.14,21,True,False,20
SU-10566,Marketplace,India,2021,5,1,0.652,Series A,7030212.2,27,False,True,26
SU-10567,EdTech,Europe,2017,2,0,0.814,Series A,10900038.03,42,False,False,-1
SU-10568,HealthTech,Europe,2020,4,0,0.68,Seed,1367608.42,22,True,False,21
SU-10569,ClimateTech,India,2020,5,1,0.318,Seed,1196472.1,28,True,False,27
SU-10570,HealthTech,US-WestCoast,2017,3,1,0.582,Seed,2553595.21,27,True,False,26
SU-10571,ClimateTech,Europe,2022,1,1,0.434,Series C+,52340618.25,24,True,False,23
SU-10572,E-commerce,US-EastCoast,2020,3,0,0.365,Seed,1054980.13,42,False,False,-1
SU-10573,Fintech,India,2021,5,1,0.768,Pre-Seed,282333.55,42,False,False,-1
SU-10574,EdTech,LatAm,2014,1,0,0.346,Pre-Seed,225146.25,16,True,False,15
SU-10575,EdTech,LatAm,2022,3,0,0.918,Pre-Seed,175738.58,23,True,False,22
SU-10576,HealthTech,US-WestCoast,2015,2,0,0.776,Pre-Seed,263187.64,42,False,False,-1
SU-10577,SaaS,LatAm,2022,3,0,0.412,Pre-Seed,260835.35,17,True,False,16
SU-10578,E-commerce,US-WestCoast,2021,3,0,0.482,Series A,7017260.36,20,True,False,19
SU-10579,E-commerce,India,2017,3,0,0.117,Series A,5969935.03,42,False,False,-1
SU-10580,E-commerce,US-EastCoast,2021,4,0,0.893,Series A,6913393.81,42,False,False,-1
SU-10581,SaaS,Europe,2016,2,0,0.831,Pre-Seed,191809.09,42,False,False,-1
SU-10582,ConsumerApps,Europe,2019,2,1,0.828,Series B,24216594.27,19,True,False,18
